,Unnamed: 0.1,Unnamed: 0,Name,Card,Price,Ram,Link
58,58,58,Laptop ASUS Zenbook Pro 14 Duo OLED UX8402ZE-M3044W,NVIDIA,56990000.0,16GB,https://cellphones.com.vn/laptop-asus-zenbook-pro-14-duo-oled-ux8402ze-m3044w.html
59,59,59,Laptop Gigabyte G5 GD-51VN123SO,NVIDIA,19990000.0,16GB,https://cellphones.com.vn/laptop-gigabyte-g5-gd-51vn123so.html
60,60,60,Laptop Asus VivoBook X515EA-EJ3633W,INTEL,11990000.0,8GB,https://cellphones.com.vn/laptop-asus-vivobook-x515ea-ej3633w.html
61,61,61,Laptop Lenovo Ideapad 5 Pro 14ITL6 82L300MAVN,INTEL,22300000.0,16GB,https://cellphones.com.vn/laptop-lenovo-ideapad-5-pro-14itl6-82l300mavn.html
62,62,62,Macbook Pro 16 M1 Max 10 CPU - 32 GPU 32GB 1TB 2021 | Chính hãng Apple Việt Nam,NVIDIA,92990000.0,32GB,https://cellphones.com.vn/macbook-pro-16-inch-2021-m1-max.html
63,63,63,Laptop MSI Crosshair 15 B12UEZ-460VN,NVIDIA,34990000.0,16GB,https://cellphones.com.vn/laptop-msi-gaming-crosshair-15-b12uez-460vn.html
64,64,64,Laptop Acer Aspire 3 A315-56-38B1 NX.HS5SV.00G,INTEL,8700000.0,4GB,https://cellphones.com.vn/laptop-acer-aspire-3-a315-56-38b1.html
65,65,65,Laptop Dell Inspiron 16 5620 N6I7110W1,INTEL,25290000.0,8GB,https://cellphones.com.vn/laptop-dell-inspiron-16-5620-n6i7110w1.html
66,66,66,Laptop ASUS Gaming ROG Strix G15 G513IH-HN015T,NVIDIA,23490000.0,8GB,https://cellphones.com.vn/laptop-asus-rog-strix-g15-g513ih-hn015t.html
67,67,67,Laptop MSI Modern 14 C11M-011VN,INTEL,11990000.0,8GB,https://cellphones.com.vn/laptop-msi-modern-14-c11m-011vn.html
68,68,68,Laptop Gaming MSI Bravo 15 B5DD 276VN,AMD,22490000.0,8GB,https://cellphones.com.vn/laptop-msi-gaming-bravo-15-b5dd-276vn.html
69,69,69,Laptop Asus VivoBook Pro 15 OLED M6500QC-MA005W,NVIDIA,27600000.0,16GB,https://cellphones.com.vn/laptop-asus-vivobook-pro-15-oled-m6500qc-ma005w.html
70,70,70,Laptop Gaming Acer Aspire 7 A715-42G-R05G NH.QAYSV.007,NVIDIA,21999000.0,8GB,https://cellphones.com.vn/laptop-acer-gaming-aspire-7-a715-42g-r05g.html
71,71,71,Laptop Gaming Acer Nitro 5 Eagle AN515-57-5669 NH.QEHSV.001,NVIDIA,23990000.0,8GB,https://cellphones.com.vn/laptop-gaming-acer-nitro-5-eagle-an515-57-5669.html
72,72,72,Laptop HP Pavilion 15-EG2037TX 6K783PA,NVIDIA,16300000.0,8GB,https://cellphones.com.vn/laptop-hp-pavilion-15-eg2037tx-6k783pa.html
73,73,73,Laptop HP Envy X360 13-BD0063DX,INTEL,19600000.0,8GB,https://cellphones.com.vn/laptop-hp-envy-x360-13-bd0063dx.html
74,74,74,Laptop HP Pavilion X360 14-EK0130TU 7C0P5PA,INTEL,16300000.0,8GB,https://cellphones.com.vn/laptop-hp-pavilion-x360-14-ek0130tu-7c0p5pa.html
75,75,75,Laptop Gaming Nitro 5 Eagle AN515-57-53F9,NVIDIA,22800000.0,8GB,https://cellphones.com.vn/laptop-gaming-acer-nitro-5-eagle-an515-57-53f9.html
76,76,76,Mac mini M2 2023 (8 CPU - 10 GPU - 16GB - 512GB) | Chính hãng Apple Việt Nam,APPLE,27990000.0,16GB,https://cellphones.com.vn/mac-mini-m2-16gb-512gb-2023.html
77,77,77,Laptop Asus VivoBook 15 OLED A1505VA-L1201W,INTEL,24990000.0,16GB,https://cellphones.com.vn/laptop-asus-vivobook-15-oled-a1505va-l1201w.html
78,78,78,Macbook Air 15 inch M2 2023 8GB 256GB | Chính hãng Apple Việt Nam,APPLE,32990000.0,24GB,https://cellphones.com.vn/macbook-air-15-inch-m2-2023.html
79,79,79,Surface Pro 7 Core i5 / 8GB / 128GB Nhập Khẩu Chính Hãng,INTEL,21700000.0,8GB,https://cellphones.com.vn/surface-laptop-pro-7-core-i5-ram-8gb-ssd-128gb-12-3inch.html
80,80,80,Laptop Lenovo Gaming Legion 5 15ARH7 82RE002VVN,NVIDIA,26600000.0,8GB,https://cellphones.com.vn/laptop-lenovo-gaming-legion-5-15arh7-82re002vvn.html
81,81,81,Laptop ASUS TUF Gaming F15 FX507ZC-HN124W,NVIDIA,28300000.0,8GB,https://cellphones.com.vn/laptop-asus-tuf-gaming-f15-fx507zc-hn124w.html
82,82,82,Laptop Lenovo Ideapad 5 Pro 16ARH7,NVIDIA,21990000.0,16GB,https://cellphones.com.vn/laptop-lenovo-ideapad-5-pro-16arh7-82sn003mvn.html
83,83,83,Laptop Dell Inspiron 15 3520 N3520-i5U085W11BLU,INTEL,18690000.0,8GB,https://cellphones.com.vn/laptop-dell-inspiron-15-3520-n3520-i5u085w11blu.html
84,84,84,MacBook Pro 16 inch M2 Pro 2023 (12 CPU - 19 GPU - 16GB - 512GB),APPLE,65990000.0,16GB,https://cellphones.com.vn/macbook-pro-16-inch-m2-pro-2023.html
85,85,85,Surface Pro 8 Core i5 / 8GB / 128GB Nhập khẩu chính hãng,INTEL,26600000.0,8GB,https://cellphones.com.vn/surface-pro-8.html
86,86,86,Laptop MSI Gaming GF63 Thin 11UD 473VN,NVIDIA,19400000.0,8GB,https://cellphones.com.vn/laptop-msi-gaming-gf63-thin-11ud-473vn.html
87,87,87,Laptop ASUS Rog Strix G15 G513IC-HN729W,NVIDIA,22300000.0,8GB,https://cellphones.com.vn/laptop-asus-rog-strix-g15-g513ic-hn729w.html
88,88,88,Laptop Xiaomi RedmiBook 15 JYU4506AP,INTEL,14400000.0,8GB,https://cellphones.com.vn/laptop-xiaomi-redmibook-15-jyu4506ap.html
89,89,89,Laptop LG Gram 2022 16ZD90Q-G.AX55A5,INTEL,39990000.0,16GB,https://cellphones.com.vn/laptop-lg-gram-2022-16zd90q-g-ax55a5.html
90,90,90,Laptop Asus VivoBook Go 14 E1404FA-NK113W,AMD,11490000.0,8GB,https://cellphones.com.vn/laptop-asus-vivobook-go-14-e1404fa-nk113w.html
91,91,91,Laptop Asus Vivobook Slate OLED T3304GA-LQ021WS,INTEL,19990000.0,8GB,https://cellphones.com.vn/laptop-asus-vivobook-slate-t3304ga-lq021ws.html
92,92,92,Laptop Dell Vostro 3510 P112F002BBL,NVIDIA,20100000.0,8GB,https://cellphones.com.vn/laptop-dell-vostro-3510-p112f002bbl.html
93,93,93,Apple Macbook Air M2 2022 24GB 256GB I Chính hãng Apple Việt Nam,APPLE,45990000.0,24GB,https://cellphones.com.vn/macbook-air-m2-2022-24gb.html
94,94,94,MacBook Pro 14 inch M2 Pro 2023 (12 CPU - 19 GPU 16GB 1TB 2023),APPLE,65990000.0,16GB,https://cellphones.com.vn/macbook-pro-14-inch-m2-pro-1tb-2023.html
95,95,95,Laptop Asus VivoBook 14X OLED S3405VA-KM071W,INTEL,26990000.0,16GB,https://cellphones.com.vn/laptop-asus-vivobook-14x-oled-s3405va-km071w.html
96,96,96,Laptop Asus Vivobook 15X OLED A1503ZA-L1150W,INTEL,15100000.0,8GB,https://cellphones.com.vn/laptop-asus-vivobook-15x-oled-a1503za-l1150w.html
97,97,97,Laptop Lenovo Ideapad 3 15IAU7 82RK001GVN,INTEL,13600000.0,8GB,https://cellphones.com.vn/laptop-lenovo-ideapad-3-15iau7-82rk001gvn.html
98,98,98,Laptop Lenovo IdeaPad 3 14ABA7 82RM003WVN,AMD,14890000.0,8GB,https://cellphones.com.vn/laptop-lenovo-ideapad-3-14aba7-2rm003wvn.html
99,99,99,Laptop ASUS Vivobook 15X A1503ZA-L1421W,INTEL,18400000.0,8GB,https://cellphones.com.vn/laptop-asus-vivobook-15x-a1503za-l1421w.html
100,100,100,Laptop ASUS Vivobook 15X OLED M1503QA-L1044W,AMD,18300000.0,8GB,https://cellphones.com.vn/laptop-asus-vivobook-15x-oled-m1503qa-l1044w.html
101,101,101,Laptop ASUS ZenBook UM5302TA-LX087W,AMD,26100000.0,8GB,https://cellphones.com.vn/laptop-asus-zenbook-um5302ta-lx087w.html
102,102,102,Laptop MSI Gaming Bravo 15 B5DD-417VN,AMD,16800000.0,8GB,https://cellphones.com.vn/laptop-msi-gaming-bravo-15-b5dd-417vn.html
103,103,103,Laptop LG Gram 2022 16ZD90Q-G.AX72A5,INTEL,40990000.0,16GB,https://cellphones.com.vn/laptop-lg-gram-2022-16zd90q-g-ax72a5.html
104,104,104,Laptop Lenovo ideapad 5 Pro 16ACH 82l500levn,NVIDIA,29990000.0,16GB,https://cellphones.com.vn/laptop-lenovo-ideapad-5-pro-16ach6-82l500levn.html
105,105,105,Laptop HP Envy X360 13-BF0094TU 76B14PA,INTEL,25000000.0,16GB,https://cellphones.com.vn/laptop-hp-envy-x360-13-bf0094tu-76b14pa.html
106,106,106,Laptop Lenovo Yoga Slim 7 14ACN6 82N7002MVN,AMD,22800000.0,8GB,https://cellphones.com.vn/laptop-lenovo-yoga-slim-7-14acn6-82n7002mvn.html
107,107,107,Laptop Asus Expertbook B5302CEA-L50916W,INTEL,21490000.0,8GB,https://cellphones.com.vn/laptop-asus-expertbook-b5302cea-l50916w.html
108,108,108,Laptop Lenovo ThinkPad E14 21EB0063VN,AMD,21700000.0,8GB,https://cellphones.com.vn/laptop-lenovo-thinkpad-e14-21eb0063vn.html
109,109,109,Laptop Gaming Acer Nitro 5 Tiger AN515 58 52SP,NVIDIA,28300000.0,8GB,https://cellphones.com.vn/laptop-gaming-acer-nitro-5-tiger-an515-58-52sp.html
110,110,110,Laptop Lenovo IdeaPad 3 15ITL6 82H80388VN,INTEL,13690000.0,8GB,https://cellphones.com.vn/laptop-lenovo-ideapad-3-15itl6-82h80388vn.html
111,111,111,Surface Pro 7 Plus Core i5 / 8GB / 128GB Nhập Khẩu Chính Hãng,INTEL,21700000.0,8GB,https://cellphones.com.vn/surface-pro-7-plus.html
112,112,112,Laptop ASUS ROG Flow X13 GV301RC-LJ050W,NVIDIA,41990000.0,8GB,https://cellphones.com.vn/laptop-asus-rog-flow-x13-gv301rc-lj050w.html
113,113,113,Laptop LG Gram 2022 14ZD90Q-G.AX32A5,INTEL,23290000.0,8GB,https://cellphones.com.vn/laptop-lg-gram-2022-14zd90q-g-ax32a5.html
114,114,114,Laptop Asus Zenbook 14 UX3402ZA-KM221W,INTEL,29300000.0,16GB,https://cellphones.com.vn/laptop-asus-zenbook-14-ux3402za-km221w.html
115,115,115,Laptop Lenovo Ideapad 5 Pro 14ARH7 82SJ0028VN,AMD,25990000.0,16GB,https://cellphones.com.vn/laptop-lenovo-ideapad-5-pro-14arh7-82sj0028vn.html
116,116,116,Laptop Dell Vostro 3520,INTEL,14990000.0,8GB,https://cellphones.com.vn/laptop-dell-vostro-3520.html
117,117,117,Laptop Asus Vivobook 14 X1402ZA-EB100W,INTEL,12700000.0,8GB,https://cellphones.com.vn/laptop-asus-vivobook-14-x1402za-eb100w.html
118,118,118,Laptop ASUS ZenBook UP5401ZA-KN005W,INTEL,21990000.0,8GB,https://cellphones.com.vn/laptop-asus-zenbook-up5401za-kn005w.html
119,119,119,Laptop Dell Vostro 5620 70282719,INTEL,25490000.0,16GB,https://cellphones.com.vn/laptop-dell-vostro-5620-70282719.html
120,120,120,Laptop ASUS VivoBook 14X A1403ZA-KM161W,INTEL,19300000.0,8GB,https://cellphones.com.vn/laptop-asus-vivobook-14x-a1403za-km161w.html
121,121,121,Laptop MSI Gaming GF63 Thin 11UC-1228VN,NVIDIA,20990000.0,8GB,https://cellphones.com.vn/laptop-msi-gaming-gf63-thin-11uc-1228vn.html
122,122,122,Laptop Asus Rog Flow Z13 GZ301ZC-LD110W,NVIDIA,45600000.0,16GB,https://cellphones.com.vn/laptop-asus-rog-strix-gz301zc-ld110w.html
123,123,123,Macbook Pro 16 inch 2021 | Chính hãng Apple Việt Nam,NVIDIA,65990000.0,16GB,https://cellphones.com.vn/macbook-pro-16-inch-2021.html
124,124,124,Laptop HP Pavilion 14-DV2076TU 7C0P4PA,INTEL,17100000.0,8GB,https://cellphones.com.vn/laptop-hp-pavilion-14-dv2076tu-7c0p4pa.html
125,125,125,Laptop HP 245 G9 6L1N8PA,AMD,13000000.0,8GB,https://cellphones.com.vn/laptop-hp-245-g9-6l1n8pa.html
126,126,126,Laptop Asus Gaming ROG Zephyrus G16 GU603VU-N3898W,NVIDIA,44990000.0,16GB,https://cellphones.com.vn/laptop-asus-gaming-rog-zephyrus-g16-gu603vu-n3898w.html
127,127,127,Laptop Lenovo Thinkbook 14S G2 ITL 20VA003NVN,INTEL,18500000.0,8GB,https://cellphones.com.vn/laptop-lenovo-thinkbook-14s-g2-itl-20va003nvn.html
128,128,128,Laptop Huawei Matebook 14,AMD,19600000.0,16GB,https://cellphones.com.vn/laptop-huawei-matebook-14-r5.html
129,129,129,Laptop Lenovo Gaming Legion 5 15ACH6H 82JU00DGVN,NVIDIA,40200000.0,8GB,https://cellphones.com.vn/laptop-lenovo-gaming-legion-5-15ach6h-82ju00dgvn.html
130,130,130,MacBook Pro 14 inch M2 Pro 2023 (10 CPU - 16 GPU - 32GB - 512GB),NVIDIA,63990000.0,32GB,https://cellphones.com.vn/macbook-pro-14-inch-m2-pro-32gb-2023.html
131,131,131,Laptop Acer Swift 3 SF314-43-R4X3 NX.AB1SV.004,AMD,20990000.0,16GB,https://cellphones.com.vn/laptop-acer-swift-3-sf314-43-r4x3.html
132,132,132,Laptop Asus Expertbook B5 B5402CEA-KI0197W,INTEL,17400000.0,8GB,https://cellphones.com.vn/laptop-asus-expertbook-b5-b5402cea-ki0197w.html
133,133,133,Surface Laptop Go Core i5 / 8GB / 256 GB / 12.4 inch Nhập Khẩu Chính Hãng,INTEL,20400000.0,8GB,https://cellphones.com.vn/surface-laptop-go-256gb.html
134,134,134,Laptop Lenovo Ideapad Gaming 3 15ACH6 82K2010GVN,NVIDIA,19490000.0,8GB,https://cellphones.com.vn/laptop-lenovo-ideapad-gaming-3-15ach6-82k2010gvn.html
135,135,135,Laptop MSI Cyborg 15 A12VE-240VN,NVIDIA,27490000.0,8GB,https://cellphones.com.vn/laptop-msi-cyborg-15-a12ve-240vn.html
136,136,136,Laptop Asus Rog Strix G15 G513IE-HN246W,NVIDIA,24300000.0,8GB,https://cellphones.com.vn/laptop-asus-rog-strix-g15-g513ie-hn246w.html
137,137,137,Laptop ASUS TUF Gaming A15 FA506ICB-HN355W,NVIDIA,20200000.0,8GB,https://cellphones.com.vn/laptop-asus-tuf-gaming-a15-fa506icb-hn355w.html
138,138,138,Laptop Asus ZenBook 14 OLED UX3402VA-KM203W,INTEL,25990000.0,16GB,https://cellphones.com.vn/laptop-asus-zenbook-14-oled-ux3402va-km203w.html
139,139,139,Laptop Gigabyte G5 GE-51VN213SH,NVIDIA,22800000.0,16GB,https://cellphones.com.vn/laptop-gigabyte-g5-ge-51vn213sh.html
140,140,140,Laptop MSI Gaming GF63 12VE-460VN,NVIDIA,22490000.0,8GB,https://cellphones.com.vn/laptop-msi-gaming-gf63-12ve-460vn.html
141,141,141,Laptop Acer Gaming Aspire 7 A715-43G-R8GA NH.QHDSV.002,AMD,21990000.0,8GB,https://cellphones.com.vn/laptop-acer-gaming-aspire-7-a715-43g-r8ga.html
142,142,142,Laptop Asus TUF GAMING F15 FX506HF-HN014W,NVIDIA,21990000.0,8GB,https://cellphones.com.vn/laptop-asus-tuf-gaming-f15-fx506hf-hn014w.html
143,143,143,Laptop Asus Vivobook 14X M1403QA-LY024W,AMD,16300000.0,8GB,https://cellphones.com.vn/laptop-asus-vivobook-14x-m1403qa-ly024w.html
144,144,144,Laptop HP Gaming Victus 16-E1106AX 7C0T1PA,NVIDIA,23400000.0,8GB,https://cellphones.com.vn/laptop-hp-gaming-victus-16-e1106ax-7c0t1pa.html
145,145,145,Laptop Asus Zenbook 14 UX3402ZA KM218W,INTEL,23900000.0,8GB,https://cellphones.com.vn/laptop-asus-zenbook-14-ux3402za-km218w.html
146,146,146,Laptop Lenovo Ideapad Yoga 6 13ALC6 82ND00BDVN,AMD,16800000.0,8GB,https://cellphones.com.vn/laptop-lenovo-ideapad-yoga-6-13alc6-82nd00bdvn.html
147,147,147,Laptop LG Gram 2022 14ZD90Q-G.AX51A5,INTEL,28290000.0,8GB,https://cellphones.com.vn/laptop-lg-gram-2022-14zd90q-g-ax51a5.html
148,148,148,Laptop HP Pavilion X360 14-EK00013,INTEL,14700000.0,8GB,https://cellphones.com.vn/laptop-hp-pavilion-x360-14-ek00013.html
149,149,149,Mac mini M2 2023 (8 CPU - 10 GPU - 24GB - 512GB) | Chính hãng Apple Việt Nam,APPLE,32990000.0,24GB,https://cellphones.com.vn/mac-mini-m2-24gb-512gb-2023.html
150,150,150,Apple MacBook Air 13 inch 128GB MQD32 I Chính hãng Apple Việt Nam,INTEL,21000000.0,8GB,https://cellphones.com.vn/apple-macbook-air-13-inch-128-gb-mqd32-chinh-hang.html
151,151,151,Laptop Lenovo Yoga Slim 7 Pro 14IHU5 O 82NH00BDVN,INTEL,22300000.0,16GB,https://cellphones.com.vn/laptop-lenovo-yoga-slim-7-pro-14ihu5-o-82nh00bdvn.html
152,152,152,Laptop MSI Gaming Katana GF66 12UCK-804VN,NVIDIA,27200000.0,8GB,https://cellphones.com.vn/laptop-msi-gaming-katana-gf66-12uck-804vn.html
153,153,153,Laptop MSI Modern 15 A11M-1024VN,INTEL,14100000.0,8GB,https://cellphones.com.vn/laptop-msi-modern-15-a11m-1024vn.html
154,154,154,Mac mini M2 2023 (8 CPU - 10 GPU - 24GB - 256GB) | Chính hãng Apple Việt Nam,APPLE,27990000.0,24GB,https://cellphones.com.vn/mac-mini-m2-24gb-2023.html
155,155,155,Laptop Lenovo Yoga Slim Carbon 7 14ANC6 82L0005BVN,NVIDIA,31000000.0,16GB,https://cellphones.com.vn/laptop-lenovo-yoga-slim-7-carbon-14acn6-82l0005bvn.html
156,156,156,Laptop ASUS Vivobook Pro M6500QC-MA002W,NVIDIA,25500000.0,16GB,https://cellphones.com.vn/laptop-asus-vivobook-pro-m6500qc-ma002w.html
157,157,157,Laptop Asus TUF Gaming F17 FX706HC-HX579W,NVIDIA,23000000.0,8GB,https://cellphones.com.vn/laptop-asus-tuf-gaming-f17-fx706hc-hx579w.html
158,158,158,Laptop MSI Modern 15 A11MU-1023VN,INTEL,14700000.0,8GB,https://cellphones.com.vn/laptop-msi-modern-15-a11mu-1023vn.html
159,159,159,Laptop MSI Gaming Alpha 15 B5EEK-205VN,AMD,20990000.0,16GB,https://cellphones.com.vn/lalptop-msi-gaming-alpha-15-b5eek-205vn.html
160,160,160,Laptop MSI Modern 14 B11MOU-1065VN,INTEL,16100000.0,8GB,https://cellphones.com.vn/laptop-msi-modern-14-b11mou-1065vn.html
161,161,161,Laptop Dell Vostro 5620 V6I5001W1,INTEL,22190000.0,8GB,https://cellphones.com.vn/laptop-dell-vostro-5620-v6i5001w1.html
162,162,162,Laptop HP Pavilion 15-EG2058TU 6K788PA,INTEL,16800000.0,8GB,https://cellphones.com.vn/laptop-hp-pavilion-15-eg2058tu-6k788pa.html
163,163,163,Laptop LG Gram 2022 17ZD90Q-G.AX51A5,INTEL,39990000.0,16GB,https://cellphones.com.vn/laptop-lg-gram-2022-17zd90q-g-ax51a5.html
164,164,164,Laptop ASUS TUF Gaming F17 FX706HC-HX105W,NVIDIA,23600000.0,8GB,https://cellphones.com.vn/laptop-asus-tuf-gaming-f17-fx706hc-hx105w.html
165,165,165,Surface Pro 7 Core i7 / 16GB / 256GB Nhập khẩu Chính Hãng,INTEL,45990000.0,16GB,https://cellphones.com.vn/surface-laptop-pro-7-core-i7-ram-16gb-ssd-256gb-12-3inch.html
166,166,166,Laptop Gaming Acer Nitro 5 Tiger AN515 58 773Y,NVIDIA,31999000.0,8GB,https://cellphones.com.vn/laptop-gaming-acer-nitro-5-tiger-an515-58-773y.html
167,167,167,Laptop Asus Vivobook Pro 16X Oled M7600RE-L2044W,NVIDIA,37500000.0,16GB,https://cellphones.com.vn/laptop-asus-vivobook-pro-16x-oled-m7600re-l2044w.html
168,168,168,Laptop Asus Rog Strix Scar 15 G533ZS-LN036W,NVIDIA,77200000.0,32GB,https://cellphones.com.vn/laptop-asus-rog-strix-scar-15-g533zs-ln036w.html
169,169,169,Surface Laptop 4,AMD,20600000.0,8GB,https://cellphones.com.vn/surface-laptop-4-r5-4680u-8gb-128gb-13-5-inch.html
170,170,170,Surface Laptop 4,AMD,20600000.0,8GB,https://cellphones.com.vn/surface-laptop-4-r5-4680u-8gb-128gb-13-5-inch.html
171,171,171,Laptop Dell Inspiron 15 3520 71003262,INTEL,21700000.0,8GB,https://cellphones.com.vn/laptop-dell-inspiron-15-3520-71003262.html
172,172,172,Surface Pro 8 Core i5 / 8GB / 256GB Nhập Khẩu Chính Hãng,INTEL,29900000.0,8GB,https://cellphones.com.vn/surface-laptop-pro-8-core-i5-ram-8gb-ssd-256gb.html
